"field_agency_fire_id","field_agency_code","field_agency_data_timezone","field_situation_report_date","field_status_date","field_stage_of_control_status","field_system_fire_cause","field_response_type","field_fire_size","field_latitude","field_longitude","full_count"
"2023-K20063","bc","PDT","2023-04-19T23:00:00.000Z","2023-06-02T23:00:00.000Z","OUT","H","FUL","0.90","50.677799999999998","-120.35036667","6668"
"2023-K20029","bc","PDT","2023-04-14T21:24:00.000Z","2023-06-02T23:00:00.000Z","OUT","H","FUL","3.13","50.661099999999998","-120.54000000000001","6668"
"2023-K20012","bc","PDT","2023-04-05T23:10:00.000Z","2023-06-02T23:00:00.000Z","OUT","H","FUL","0.50","51.002116999999998","-120.221717","6668"
"SUD_FIRE_005","on","GMT","2023-05-31T22:41:00.000Z","2023-06-02T21:30:00.000Z","OUT","H","FUL","1.00","46.4995","-81.1139","6668"
"2023-V70546","bc","PDT","2023-05-31T21:56:00.000Z","2023-06-02T21:00:00.000Z","OUT","H","FUL","0.04","48.787100000000002","-125.173616","6668"
"09-017-2023","ns","ADT","2023-06-02T19:00:00.000Z","2023-06-02T21:00:00.000Z","OUT","N","FUL","0.01","44.62461090","-63.65443420","6668"
"SLK_FIRE_013","on","GMT","2023-06-02T18:38:00.000Z","2023-06-02T21:00:00.000Z","OUT","N","FUL","0.10","50.0476","-91.8469","6668"
"2023-G60301","bc","PDT","2023-05-14T03:32:00.000Z","2023-06-02T20:30:00.000Z","OUT","N","FUL","2.00","54.993633000000003","-123.72716699999999","6668"
"62122","nb","ADT","2023-06-01T17:41:20.000Z","2023-06-02T19:40:00.000Z","OUT","U","FUL","0.10","46.3297","-65.60725","6668"
"DRY_FIRE_005","on","GMT","2023-05-27T22:38:00.000Z","2023-06-02T19:10:00.000Z","OUT","H","FUL","8.90","49.9852","-93.1537","6668"
"62203","nb","ADT","2023-06-02T17:30:31.000Z","2023-06-02T16:15:00.000Z","OUT","U","FUL","0.10","46.12162","-66.68753","6668"
"01-026-2023","ns","ADT","2023-05-28T20:00:00.000Z","2023-06-02T16:03:13.000Z","OUT","N","FUL","0.20","44.44513321","-64.38618469","6668"
"EA028","mb","CDT","2023-05-31T05:00:00.000Z","2023-06-02T14:45:00.000Z","OUT","H","FUL","0.10","49.80167","-95.18361","6668"
"EA022","mb","CDT","2023-05-25T05:00:00.000Z","2023-06-02T14:45:00.000Z","OUT","H","FUL","2.20","50.62500","-96.45389","6668"
"WAW_FIRE_004","on","GMT","2023-06-01T21:13:00.000Z","2023-06-02T14:30:00.000Z","OUT","N","FUL","0.10","49.1531","-85.7774","6668"
"KLK_FIRE_004","on","GMT","2023-06-01T22:54:00.000Z","2023-06-02T14:00:00.000Z","OUT","N","FUL","0.10","48.5589","-80.1592","6668"
"327","qc","EDT","2000-01-01T05:00:00.000Z","2023-06-02T13:51:46.000Z","OC","N","FUL","30.00","46.9528","-74.2703","6668"
"LWF-144-2023","ab","MST","2023-06-01T20:45:00.000Z","2023-06-02T13:05:00.000Z","OUT","N","FUL","0.10","54.856217","-112.763667","6668"
"LWF-142-2023","ab","MST","2023-05-30T21:11:00.000Z","2023-06-02T12:09:00.000Z","OUT","H","FUL","0.10","55.27984","-113.23274","6668"
"62102","nb","ADT","2023-06-01T14:49:27.000Z","2023-06-02T09:00:00.000Z","OUT","U","FUL","0.10","45.90118","-64.62868","6668"
"62182","nb","ADT","2023-06-02T09:37:14.000Z","2023-06-02T08:30:00.000Z","OUT","U","FUL","0.10","47.74162","-64.63203","6668"
"CHA_FIRE_002","on","GMT","2023-06-01T19:01:00.000Z","2023-06-02T01:00:00.000Z","OUT","N","FUL","0.10","47.7806","-83.3088","6668"
"2023-G80173","bc","PDT","2023-05-03T00:33:00.000Z","2023-06-01T23:30:00.000Z","OUT","H","FUL","4.00","56.933967000000003","-120.97795000000001","6668"
"09-014-2023","ns","ADT","2023-06-01T20:00:00.000Z","2023-06-01T22:19:39.000Z","OUT","N","FUL","0.06","44.80675507","-63.59123993","6668"
"09-015-2023","ns","ADT","2023-06-01T20:00:00.000Z","2023-06-01T22:18:35.000Z","OUT","N","FUL","0.45","44.62134933","-63.62488556","6668"
"2023-G80122","bc","PDT","2023-04-29T02:53:00.000Z","2023-06-01T22:00:00.000Z","OUT","H","FUL","154.00","56.710732999999998","-121.06953300000001","6668"
"2023-G70110","bc","PDT","2023-04-28T21:39:00.000Z","2023-06-01T22:00:00.000Z","OUT","H","FUL","2.00","55.752066999999997","-120.47884999999999","6668"
"2023-N70284","bc","PDT","2023-05-13T16:46:00.000Z","2023-06-01T21:30:00.000Z","OUT","H","FUL","0.01","49.6629","-116.80115000000001","6668"
"62082","nb","ADT","2023-06-01T08:25:08.000Z","2023-06-01T21:00:00.000Z","OUT","U","FUL","0.10","46.73412","-65.81757","6668"
"07-015-2023","ns","ADT","2023-05-31T20:00:00.000Z","2023-06-01T20:58:45.000Z","OUT","N","FUL","0.01","45.07327652","-64.69518280","6668"
"06-012-2023","ns","ADT","2023-06-01T19:47:05.000Z","2023-06-01T20:47:39.000Z","OUT","N","FUL","0.01","44.90895462","-65.21799469","6668"
"01-024-2023","ns","ADT","2023-05-28T20:00:00.000Z","2023-06-01T20:32:34.000Z","OUT","N","FUL","0.20","44.50694275","-64.30695343","6668"
"2023-K50484","bc","PDT","2023-05-22T03:42:00.000Z","2023-06-01T20:30:00.000Z","OUT","N","FUL","0.01","49.457883000000002","-119.689967","6668"
"MWF-029-2023","ab","MST","2023-06-02T01:55:00.000Z","2023-06-01T20:03:00.000Z","OUT","H","FUL","0.01","56.428333","-111.33045","6668"
"GWF-034-2023","ab","MST","2023-06-01T22:54:00.000Z","2023-06-01T19:11:00.000Z","OUT","H","FUL","1.00","55.056665","-118.729748","6668"
"62125","nb","ADT","2023-06-01T18:50:25.000Z","2023-06-01T19:01:00.000Z","OUT","U","FUL","0.10","47.07558","-67.60653","6668"
"GWF-023-2023","ab","MST","2023-05-06T21:14:00.000Z","2023-06-01T19:00:00.000Z","UC","U","FUL","3851.00","55.157413","-117.330653","6668"
"17-001-2023","ns","ADT","2023-06-21T20:00:00.000Z","2023-06-01T19:00:00.000Z","OUT","N","FUL","0.01","46.10874176","-60.92490387","6668"
"10-011-2023","ns","ADT","2023-06-01T19:00:00.000Z","2023-06-01T19:00:00.000Z","OUT","N","FUL","0.60","45.62096024","-63.65851212","6668"
"2023-R50524","bc","PDT","2023-05-29T02:10:00.000Z","2023-06-01T19:00:00.000Z","OUT","H","FUL","0.83","54.748449999999998","-128.77253300000001","6668"
"SLK_FIRE_011","on","GMT","2023-05-31T01:00:00.000Z","2023-06-01T19:00:00.000Z","OUT","N","FUL","0.30","52.2709","-90.7495","6668"
"GWF-017-2023","ab","MST","2023-05-05T18:04:00.000Z","2023-06-01T18:58:00.000Z","UC","U","FUL","5478.53","55.066576","-117.391322","6668"
"62124","nb","ADT","2023-06-01T18:22:12.000Z","2023-06-01T18:28:00.000Z","OUT","U","FUL","0.10","45.94878","-67.40818","6668"
"PWF-038-2023","ab","MST","2023-05-06T05:24:00.000Z","2023-06-01T18:00:02.000Z","UC","U","FUL","6534.00","56.386752","-116.809335","6668"
"SLK_FIRE_012","on","GMT","2023-06-01T00:39:00.000Z","2023-06-01T17:30:00.000Z","OUT","N","FUL","0.10","51.0113","-90.2607","6668"
"MWF-022-2023","ab","MST","2023-05-28T01:53:00.000Z","2023-06-01T16:50:31.000Z","OUT","N","FUL","1552.00","57.7063","-113.125317","6668"
"LWF-141-2023","ab","MST","2023-05-30T19:22:00.000Z","2023-06-01T16:15:06.000Z","OUT","N","FUL","0.30","55.110833","-113.189167","6668"
"CWF-016-2023","ab","MST","2023-05-20T22:20:00.000Z","2023-06-01T15:30:00.000Z","OUT","H","FUL","0.01","51.223033","-114.85285","6668"
"MWF-027-2023","ab","MST","2023-05-30T23:13:00.000Z","2023-06-01T15:00:00.000Z","OUT","N","FUL","0.04","59.670333","-111.427167","6668"
"WE014","mb","CDT","2023-05-29T05:00:00.000Z","2023-06-01T14:44:00.000Z","OUT","H","FUL","0.10","54.60472","-101.14417","6668"
"SUD_FIRE_004","on","GMT","2023-05-28T18:38:00.000Z","2023-06-01T13:45:00.000Z","OUT","H","FUL","5.00","46.1992","-80.7207","6668"
"23SF-DITCH06","sk","CST","2023-06-01T13:18:28.000Z","2023-06-01T13:32:39.000Z","OUT","H","MOD","0.10","51.042893","-106.459796","6668"
"TIM_FIRE_005","on","GMT","2023-05-28T19:54:00.000Z","2023-06-01T13:30:00.000Z","OUT","H","FUL","2.00","47.3713","-81.5479","6668"
"61962","nb","ADT","2023-05-29T20:06:48.000Z","2023-06-01T13:24:00.000Z","OUT","U","FUL","0.70","45.93333","-67.58532","6668"
"LWF-134-2023","ab","MST","2023-05-28T21:19:00.000Z","2023-06-01T13:01:00.000Z","OUT","N","FUL","0.84","55.022833","-110.641333","6668"
"HWF-053-2023","ab","MST","2023-05-30T01:24:00.000Z","2023-06-01T13:00:00.000Z","OUT","H","FUL","0.69","58.3365","-115.899417","6668"
"WWF-031-2023","ab","MST","2023-05-22T14:45:00.000Z","2023-06-01T12:50:00.000Z","OUT","N","FUL","0.03","54.340062","-115.698807","6668"
"LWF-143-2023","ab","MST","2023-06-01T17:00:00.000Z","2023-06-01T11:10:00.000Z","OUT","H","FUL","0.10","55.677267","-111.1078","6668"
"61942","nb","ADT","2023-05-29T16:32:15.000Z","2023-06-01T09:30:00.000Z","OUT","U","FUL","0.80","46.59017","-65.04617","6668"
"61922","nb","ADT","2023-05-29T10:35:46.000Z","2023-06-01T09:00:00.000Z","OUT","U","FUL","0.50","46.57133","-64.98988","6668"
"62042","nb","ADT","2023-05-31T10:16:08.000Z","2023-06-01T08:59:00.000Z","OUT","U","FUL","0.10","45.9772","-64.66787","6668"
"2023JA3","pc","MDT","2023-06-02T01:16:39.000Z","2023-06-01T07:00:00.000Z","OUT","H","FUL","0.05","53.0231","-118.0857","6668"
"2023BA5","pc","MDT","2023-06-02T01:47:34.000Z","2023-06-01T07:00:00.000Z","OUT","U","FUL","0.00","51.1763","-115.6362","6668"
"06-011-2023","ns","ADT","2023-05-31T23:00:00.000Z","2023-06-01T05:31:08.000Z","OUT","N","FUL","0.05","44.93024445","-65.28164673","6668"
"2023-G30550","bc","PDT","2023-06-01T01:45:00.000Z","2023-06-01T05:30:00.000Z","OUT","H","FUL","0.01","53.655450000000002","-120.82599999999999","6668"
"2023TN1","pc","NDT","2023-06-02T00:22:16.000Z","2023-06-01T03:30:52.000Z","OUT","U","FUL","0.00","48.649","-53.9602","6668"
"01-023-2023","ns","ADT","2023-05-18T20:00:00.000Z","2023-06-01T03:03:55.000Z","OUT","N","FUL","0.03","44.55650711","-64.32022858","6668"
"14-006-2023","ns","ADT","2023-05-31T23:00:00.000Z","2023-06-01T03:00:00.000Z","OUT","N","FUL","0.27","45.28751373","-62.08914948","6668"
"THU_FIRE_006","on","GMT","2023-05-31T23:21:00.000Z","2023-06-01T00:41:00.000Z","OUT","N","FUL","0.10","50.2282","-88.8036","6668"
"2023-G80051","bc","PDT","2023-04-16T22:36:00.000Z","2023-06-01T00:00:00.000Z","OUT","H","FUL","0.20","56.387549999999997","-121.230583","6668"
"2023-K40455","bc","PDT","2023-05-21T01:49:00.000Z","2023-06-01T00:00:00.000Z","OUT","N","FUL","0.01","50.896616999999999","-118.75794999999999","6668"
"2023-K40424","bc","PDT","2023-05-19T17:43:00.000Z","2023-06-01T00:00:00.000Z","OUT","N","FUL","0.01","50.929633000000003","-118.738917","6668"
"2023-K40419","bc","PDT","2023-05-20T19:18:00.000Z","2023-06-01T00:00:00.000Z","OUT","N","FUL","0.40","51.340533000000001","-118.69801699999999","6668"
"2023-G50540","bc","PDT","2023-05-31T01:02:00.000Z","2023-06-01T00:00:00.000Z","OUT","H","FUL","0.50","55.122399999999999","-125.83353332999999","6668"
"2023-K40402","bc","PDT","2023-05-19T21:40:00.000Z","2023-05-31T23:30:00.000Z","OUT","N","FUL","0.01","50.928216999999997","-118.708333","6668"
"10-010-2023","ns","ADT","2023-05-30T20:00:00.000Z","2023-05-31T23:23:04.000Z","OUT","N","FUL","0.47","45.77276230","-63.78227615","6668"
"CHA_FIRE_001","on","GMT","2023-05-29T15:35:00.000Z","2023-05-31T22:30:00.000Z","OUT","H","FUL","2.30","47.7964","-83.2654","6668"
"2023-G30078","bc","PDT","2023-04-23T02:03:00.000Z","2023-05-31T22:00:00.000Z","OUT","H","FUL","0.20","53.604067000000001","-120.70825000000001","6668"
"2023-K50276","bc","PDT","2023-05-12T22:27:00.000Z","2023-05-31T21:01:00.000Z","OUT","H","FUL","0.01","49.834133000000001","-119.792517","6668"
"KLK_FIRE_001","on","GMT","2023-05-30T22:14:00.000Z","2023-05-31T20:31:00.000Z","OUT","H","FUL","0.30","48.3345","-80.249","6668"
"DRY_FIRE_003","on","GMT","2023-05-26T22:57:00.000Z","2023-05-31T20:00:00.000Z","OUT","H","FUL","1.60","49.6525","-93.2354","6668"
"08-017-2023","ns","ADT","2023-05-29T20:00:00.000Z","2023-05-31T19:23:57.000Z","OUT","N","FUL","0.78","45.12902069","-63.61254120","6668"
"09-013-2023","ns","ADT","2023-05-30T20:00:00.000Z","2023-05-31T19:03:35.000Z","OUT","N","FUL","7.21","44.72922134","-63.72248840","6668"
"2023-K50186","bc","PDT","2023-05-03T22:58:00.000Z","2023-05-31T19:01:00.000Z","OUT","N","FUL","0.01","49.254783000000003","-119.58655","6668"
"61842","nb","ADT","2023-05-27T17:00:46.000Z","2023-05-31T18:36:00.000Z","OUT","U","FUL","4.80","46.04653","-66.02328","6668"
"2023-K50387","bc","PDT","2023-05-19T06:22:00.000Z","2023-05-31T17:00:00.000Z","OUT","N","FUL","0.01","49.760717","-119.60505000000001","6668"
"SLK_FIRE_009","on","GMT","2023-05-31T00:17:00.000Z","2023-05-31T17:00:00.000Z","OUT","N","FUL","0.10","52.3433","-90.6151","6668"
"61963","nb","ADT","2023-05-29T22:34:10.000Z","2023-05-31T16:48:00.000Z","OUT","U","FUL","0.30","46.25093","-65.68888","6668"
"KEN_FIRE_013","on","GMT","2023-05-26T23:19:00.000Z","2023-05-31T15:30:00.000Z","OUT","H","FUL","0.30","50.1884","-94.9304","6668"
"WE013","mb","CDT","2023-05-25T05:00:00.000Z","2023-05-31T14:47:00.000Z","OUT","H","FUL","1.00","49.69167","-99.20583","6668"
"LWF-136-2023","ab","MST","2023-05-29T02:05:00.000Z","2023-05-31T13:50:00.000Z","OUT","H","FUL","0.10","55.8935","-110.814383","6668"
"FOR_FIRE_003","on","GMT","2023-05-30T21:19:00.000Z","2023-05-31T13:30:00.000Z","OUT","N","FUL","0.10","48.8736","-93.5584","6668"
"LWF-133-2023","ab","MST","2023-05-27T19:45:00.000Z","2023-05-31T13:16:51.000Z","OUT","H","FUL","0.49","55.729808","-110.979653","6668"
"LWF-140-2023","ab","MST","2023-05-30T18:03:00.000Z","2023-05-31T12:46:51.000Z","OUT","N","FUL","0.16","55.646301","-112.250185","6668"
"LWF-139-2023","ab","MST","2023-05-29T22:42:00.000Z","2023-05-31T11:33:07.000Z","OUT","N","FUL","0.20","55.345217","-111.253817","6668"
"SWF-006-2023","ab","MST","2023-04-16T22:20:00.000Z","2023-05-31T11:05:00.000Z","OUT","H","FUL","2.00","55.672667","-116.405117","6668"
"62022","nb","ADT","2023-05-31T06:03:23.000Z","2023-05-31T10:00:00.000Z","OUT","U","FUL","0.10","47.66845","-67.46043","6668"
"LWF-135-2023","ab","MST","2023-05-29T01:40:00.000Z","2023-05-31T09:53:31.000Z","OUT","H","FUL","0.10","55.102783","-112.49725","6668"
"61888","nb","ADT","2023-05-28T23:31:37.000Z","2023-05-31T09:36:00.000Z","OUT","U","FUL","3.10","45.80787","-65.81812","6668"
"62043","nb","ADT","2023-05-31T10:23:10.000Z","2023-05-31T09:00:00.000Z","OUT","U","FUL","0.10","47.64957","-67.35019","6668"
"62002","nb","ADT","2023-05-30T14:21:06.000Z","2023-05-31T09:00:00.000Z","OUT","U","FUL","0.10","46.04135","-64.78767","6668"
"2023PR2","pc","PDT","2023-06-01T00:35:41.000Z","2023-05-31T08:00:00.000Z","OUT","U","FUL","0.04","48.7877","-125.1731","6668"
"HWF-054-2023","ab","MST","2023-05-31T06:10:00.000Z","2023-05-31T01:52:00.000Z","OUT","H","FUL","0.04","58.6938","-118.712217","6668"
"2023-G70124","bc","PDT","2023-04-29T05:31:00.000Z","2023-05-30T23:30:00.000Z","OUT","H","FUL","120.00","55.835417","-121.84786699999999","6668"
"KEN_FIRE_016","on","GMT","2023-05-30T21:40:00.000Z","2023-05-30T22:35:00.000Z","OUT","N","FUL","0.10","49.7398","-93.9369","6668"
"2023-G10137","bc","PDT","2023-04-29T23:31:00.000Z","2023-05-30T22:00:00.000Z","OUT","H","FUL","0.62","54.089416999999997","-122.58586699999999","6668"
"RED_FIRE_003","on","GMT","2023-05-24T20:27:00.000Z","2023-05-30T22:00:00.000Z","OUT","H","FUL","9.90","51.0156","-92.3415","6668"
"2023-K40529","bc","PDT","2023-05-30T00:38:00.000Z","2023-05-30T21:30:00.000Z","OUT","H","FUL","0.01","50.197082999999999","-119.174083","6668"
"2023-N60465","bc","PDT","2023-05-21T18:10:00.000Z","2023-05-30T20:30:00.000Z","OUT","N","FUL","3.30","49.317166999999998","-118.92186700000001","6668"
"61883","nb","ADT","2023-05-28T19:45:33.000Z","2023-05-30T20:00:00.000Z","OUT","U","FUL","0.30","46.45293","-66.46098","6668"
"2023-V70525","bc","PDT","2023-05-29T17:16:00.000Z","2023-05-30T20:00:00.000Z","OUT","H","FUL","0.01","49.292516999999997","-125.2701","6668"
"01-022-2023","ns","ADT","2023-05-28T20:00:00.000Z","2023-05-30T20:00:00.000Z","OUT","N","FUL","7.20","44.55828857","-64.33602142","6668"
"01-025-2023","ns","ADT","2023-05-29T20:00:00.000Z","2023-05-30T20:00:00.000Z","OUT","N","FUL","0.04","44.55164719","-64.22780609","6668"
"PAR_FIRE_006","on","GMT","2023-05-30T14:55:00.000Z","2023-05-30T20:00:00.000Z","OUT","H","FUL","0.30","45.2064","-79.5846","6668"
"GWF-033-2023","ab","MST","2023-05-31T01:45:00.000Z","2023-05-30T19:50:00.000Z","OUT","H","FUL","0.01","55.21625","-117.961417","6668"
"KEN_FIRE_015","on","GMT","2023-05-29T19:05:00.000Z","2023-05-30T19:35:00.000Z","OUT","H","FUL","0.10","50.1415","-93.2168","6668"
"2023-V50296","bc","PDT","2023-05-14T00:33:00.000Z","2023-05-30T19:30:00.000Z","OUT","H","FUL","0.10","50.560116999999998","-124.05838300000001","6668"
"196","qc","EDT","2000-01-01T05:00:00.000Z","2023-05-30T19:08:33.000Z","BH","U","FUL","8.20","48.2961","-72.0186","6668"
"2023-N20403","bc","PDT","2023-05-19T21:42:00.000Z","2023-05-30T19:00:00.000Z","OUT","N","FUL","0.42","50.149217","-115.855367","6668"
"07-014-2023","ns","ADT","2023-05-29T21:00:00.000Z","2023-05-30T18:59:21.000Z","OUT","N","FUL","0.09","45.07290649","-64.64009857","6668"
"05-010-2023","ns","ADT","2023-05-29T20:00:00.000Z","2023-05-30T18:39:18.000Z","OUT","N","FUL","0.01","44.43857193","-66.13458252","6668"
"23BR-FROG","sk","CST","2023-05-29T13:36:01.000Z","2023-05-30T17:26:15.000Z","OUT","N","FUL","0.10","53.529417","-108.234883","6668"
"05-009-2023","ns","ADT","2023-05-29T21:00:00.000Z","2023-05-30T16:13:09.000Z","OUT","N","FUL","2.32","44.40816498","-65.85904694","6668"
"14-005-2023","ns","ADT","2023-05-30T00:00:00.000Z","2023-05-30T16:05:23.000Z","OUT","N","FUL","1.10","45.20379639","-61.63889313","6668"
"61862","nb","ADT","2023-05-28T15:26:14.000Z","2023-05-30T15:30:00.000Z","OUT","U","FUL","1.50","47.44017","-64.97638","6668"
"EA026","mb","CDT","2023-05-28T05:00:00.000Z","2023-05-30T14:41:00.000Z","OUT","H","FUL","2.50","50.57556","-96.24111","6668"
"PAR_FIRE_005","on","GMT","2023-05-28T21:22:00.000Z","2023-05-30T13:30:00.000Z","OUT","H","FUL","0.40","45.9684","-80.5175","6668"
"62243","nb","ADT","2023-06-08T13:08:41.000Z","2023-05-30T12:00:00.000Z","OUT","U","FUL","0.10","46.03153","-65.90417","6668"
"61885","nb","ADT","2023-05-28T21:58:07.000Z","2023-05-30T11:00:00.000Z","OUT","U","FUL","0.30","45.71437","-66.66847","6668"
"EWF-053-2023","ab","MST","2023-05-30T00:05:00.000Z","2023-05-30T09:46:00.000Z","OUT","N","FUL","0.18","53.5028","-116.7968","6668"
"61923","nb","ADT","2023-05-29T10:52:24.000Z","2023-05-30T08:35:00.000Z","OUT","U","FUL","0.10","46.40462","-64.81927","6668"
"01-021-2023","ns","ADT","2023-05-29T23:00:00.000Z","2023-05-30T00:49:15.000Z","OUT","N","FUL","0.02","44.47689056","-64.51154327","6668"
"01-020-2023","ns","ADT","2023-05-29T22:00:00.000Z","2023-05-29T23:49:45.000Z","OUT","N","FUL","0.01","44.30211258","-64.39127350","6668"
"02-009-2023","ns","ADT","2023-05-28T20:00:00.000Z","2023-05-29T23:10:42.000Z","OUT","N","FUL","0.50","44.19542313","-64.84098816","6668"
"2023-N50518","bc","PDT","2023-05-28T22:21:00.000Z","2023-05-29T23:01:00.000Z","OUT","N","FUL","0.01","49.372317000000002","-117.575017","6668"
"2023-K70407","bc","PDT","2023-05-20T00:33:00.000Z","2023-05-29T23:01:00.000Z","OUT","H","FUL","0.40","50.604799999999997","-121.842533","6668"
"2023-G80295","bc","PDT","2023-05-14T00:21:00.000Z","2023-05-29T22:01:00.000Z","OUT","H","FUL","0.76","56.515967000000003","-122.24815","6668"
"NOR_FIRE_003","on","GMT","2023-05-27T20:03:00.000Z","2023-05-29T22:00:00.000Z","OUT","H","FUL","0.70","46.4196","-79.911","6668"
"RED_FIRE_007","on","GMT","2023-05-28T23:17:00.000Z","2023-05-29T22:00:00.000Z","OUT","H","FUL","0.10","51.8105","-93.9918","6668"
"2023-V80514","bc","PDT","2023-05-28T03:42:00.000Z","2023-05-29T21:01:00.000Z","OUT","H","FUL","0.01","49.593800000000002","-126.62903300000001","6668"
"08-015-2023","ns","ADT","2023-05-28T20:00:00.000Z","2023-05-29T20:54:19.000Z","OUT","N","FUL","0.44","45.04402542","-64.18662262","6668"
"NIP_FIRE_001","on","GMT","2023-05-29T19:30:00.000Z","2023-05-29T20:05:00.000Z","OUT","H","FUL","0.10","48.8378","-87.5103","6668"
"08-016-2023","ns","ADT","2023-05-29T00:00:00.000Z","2023-05-29T19:53:17.000Z","OUT","N","FUL","0.57","44.92644882","-63.93170166","6668"
"23SR-SINGER","sk","CST","2023-05-23T10:56:04.000Z","2023-05-29T19:26:14.000Z","OUT","N","MOD","88.50","59.884889","-108.940589","6668"
"KEN_FIRE_014","on","GMT","2023-05-28T19:49:00.000Z","2023-05-29T19:20:00.000Z","OUT","H","FUL","0.20","49.7724","-94.6107","6668"
"07-013-2023","ns","ADT","2023-05-28T20:00:00.000Z","2023-05-29T18:18:49.000Z","OUT","N","FUL","0.10","44.99879456","-64.28778076","6668"
"09-012-2023","ns","ADT","2023-05-28T20:00:00.000Z","2023-05-29T18:17:36.000Z","OUT","N","FUL","0.37","44.65155411","-63.40940094","6668"
"16-008-2023","ns","ADT","2023-05-28T19:00:00.000Z","2023-05-29T18:16:25.000Z","OUT","N","FUL","0.03","46.04726791","-61.27673340","6668"
"4","qc","EST","2023-04-12T23:20:00.000Z","2023-05-29T18:13:18.000Z","OUT","H","FUL","0.30","45.9447","-75.9653","6668"
"2023-G40506","bc","PDT","2023-05-27T19:27:00.000Z","2023-05-29T18:01:00.000Z","OUT","H","FUL","0.50","53.998117000000001","-124.410833","6668"
"NOR_FIRE_002","on","GMT","2023-05-26T20:40:00.000Z","2023-05-29T18:00:00.000Z","OUT","H","FUL","4.50","46.4497","-79.4799","6668"
"23DN-LLIR10","sk","CST","2023-05-29T04:16:32.000Z","2023-05-29T17:02:28.000Z","OUT","H","MOD","0.20","54.033767","-109.165717","6668"
"28","qc","EST","2023-05-06T20:00:00.000Z","2023-05-29T16:48:45.000Z","OUT","H","FUL","26.90","48.0281","-66.68","6668"
"EWF-052-2023","ab","MST","2023-05-29T16:35:00.000Z","2023-05-29T16:00:00.000Z","OUT","N","FUL","0.01","53.4017","-115.162217","6668"
"WWF-035-2023","ab","MST","2023-05-29T21:46:00.000Z","2023-05-29T15:47:00.000Z","OUT","H","FUL","0.01","54.271015","-115.706925","6668"
"APK_FIRE_002","on","GMT","2023-05-28T19:38:00.000Z","2023-05-29T15:11:00.000Z","OUT","H","FUL","0.20","45.5491","-78.4203","6668"
"23BR-SKPWR01","sk","CST","2023-05-28T11:00:33.000Z","2023-05-29T15:04:03.000Z","OUT","H","MOD","0.10","53.746867","-107.7293","6668"
"RED_FIRE_006","on","GMT","2023-05-26T15:37:00.000Z","2023-05-29T15:00:00.000Z","OUT","H","FUL","0.80","51.8181","-93.8366","6668"
"GWF-031-2023","ab","MST","2023-05-22T03:40:00.000Z","2023-05-29T13:30:00.000Z","OUT","N","FUL","0.30","55.350571","-117.11932","6668"
"EWF-051-2023","ab","MST","2023-05-29T01:09:00.000Z","2023-05-29T13:23:00.000Z","OUT","N","FUL","0.50","53.512117","-115.48875","6668"
